Date,Pot,SubPot,EC,pH,Leaves Count,Longest Leaf,Plant Height(mm)
18/9/2023,1,36,16,8.2,4,12,18
18/9/2023,1,37,16,8.2,5,13,20
18/9/2023,1,38,16,8.2,5,19,27
18/9/2023,1,39,16,8.2,4,15,22
18/9/2023,1,40,16,8.2,4,18,28
18/9/2023,2,1,16,8.2,3,11,18
18/9/2023,2,2,16,8.2,3,13,19
18/9/2023,2,3,16,8.2,4,14,24
18/9/2023,2,4,16,8.2,4,16,26
18/9/2023,2,5,16,8.2,4,9,15
18/9/2023,2,6,16,8.2,4,16,26
18/9/2023,2,7,16,8.2,4,16,26
18/9/2023,2,8,16,8.2,4,22,35
18/9/2023,2,9,16,8.2,3,11,16
18/9/2023,2,10,16,8.2,3,11,18
18/9/2023,2,11,16,8.2,4,13,21
18/9/2023,2,12,16,8.2,4,15,23
18/9/2023,2,13,16,8.2,4,10,17
18/9/2023,2,14,16,8.2,4,14,23
18/9/2023,2,15,16,8.2,4,18,29
18/9/2023,2,16,16,8.2,4,19,31
18/9/2023,2,17,16,8.2,3,11,17
18/9/2023,2,18,16,8.2,3,13,21
18/9/2023,2,19,16,8.2,4,13,22
18/9/2023,2,20,16,8.2,4,16,24
18/9/2023,2,21,16,8.2,4,11,17
18/9/2023,2,22,16,8.2,4,19,29
18/9/2023,2,23,16,8.2,4,13,20
18/9/2023,2,24,16,8.2,4,13,20
18/9/2023,2,25,16,8.2,3,13,20
18/9/2023,2,26,16,8.2,3,11,17
18/9/2023,2,27,16,8.2,4,13,20
18/9/2023,2,28,16,8.2,4,13,20
18/9/2023,2,29,16,8.2,4,14,22
18/9/2023,2,30,16,8.2,4,10,16
18/9/2023,2,31,16,8.2,4,11,18
18/9/2023,2,32,16,8.2,3,17,25
18/9/2023,2,33,16,8.2,3,14,22
18/9/2023,2,34,16,8.2,4,10,17
18/9/2023,2,35,16,8.2,4,12,20
18/9/2023,2,36,16,8.2,4,14,23
18/9/2023,2,37,16,8.2,4,11,18
18/9/2023,2,38,16,8.2,3,13,20
18/9/2023,2,39,16,8.2,4,13,20
18/9/2023,2,40,16,8.2,4,13,21
19/9/2023,1,1,16,8.2,4,19,29
19/9/2023,1,2,16,8.2,4,16,25
19/9/2023,1,3,16,8.2,4,13,20
19/9/2023,1,4,16,8.2,4,20,31
19/9/2023,1,5,16,8.2,4,16,24
19/9/2023,1,6,16,8.2,4,20,30
19/9/2023,1,7,16,8.2,5,24,37
19/9/2023,1,8,16,8.2,4,19,29
19/9/2023,1,9,16,8.2,4,20,31
19/9/2023,1,10,16,8.2,4,18,27
19/9/2023,1,11,16,8.2,4,14,22
19/9/2023,1,12,16,8.2,4,19,29
19/9/2023,1,13,16,8.2,4,17,26
19/9/2023,1,14,16,8.2,4,20,31
19/9/2023,1,15,16,8.2,5,23,36
19/9/2023,1,16,16,8.2,5,21,33
19/9/2023,1,17,16,8.2,4,18,27
19/9/2023,1,18,16,8.2,4,14,22
19/9/2023,1,19,16,8.2,4,15,23
19/9/2023,1,20,16,8.2,4,20,30
19/9/2023,1,21,16,8.2,4,17,26
19/9/2023,1,22,16,8.2,4,20,31
19/9/2023,1,23,16,8.2,4,21,33
19/9/2023,1,24,16,8.2,5,18,27
19/9/2023,1,25,16,8.2,4,18,28
19/9/2023,1,26,16,8.2,4,16,24
19/9/2023,1,27,16,8.2,5,14,22
19/9/2023,1,28,16,8.2,4,20,30
19/9/2023,1,29,16,8.2,5,14,21
19/9/2023,1,30,16,8.2,4,18,28
19/9/2023,1,31,16,8.2,5,22,34
19/9/2023,1,32,16,8.2,4,20,31
19/9/2023,1,33,16,8.2,4,23,36
19/9/2023,1,34,16,8.2,4,21,33
19/9/2023,1,35,16,8.2,5,18,27
19/9/2023,1,36,16,8.2,4,14,22
19/9/2023,1,37,16,8.2,5,15,23
19/9/2023,1,38,16,8.2,5,20,30
19/9/2023,1,39,16,8.2,4,17,26
19/9/2023,1,40,16,8.2,4,20,31
19/9/2023,2,1,16,8.2,3,13,20
19/9/2023,2,2,16,8.2,3,14,21
19/9/2023,2,3,16,8.2,4,16,25
19/9/2023,2,4,16,8.2,4,18,27
19/9/2023,2,5,16,8.2,4,11,17
19/9/2023,2,6,16,8.2,4,18,27
19/9/2023,2,7,16,8.2,4,18,28
19/9/2023,2,8,16,8.2,4,23,36
19/9/2023,2,9,16,8.2,3,12,18
19/9/2023,2,10,16,8.2,3,12,19
19/9/2023,2,11,16,8.2,4,14,22
19/9/2023,2,12,16,8.2,4,16,25
19/9/2023,2,13,16,8.2,4,12,19
19/9/2023,2,14,16,8.2,4,16,24
19/9/2023,2,15,16,8.2,4,20,30
19/9/2023,2,16,16,8.2,4,21,32
19/9/2023,2,17,16,8.2,3,12,19
19/9/2023,2,18,16,8.2,3,14,22
19/9/2023,2,19,16,8.2,4,15,23
19/9/2023,2,20,16,8.2,4,17,26
19/9/2023,2,21,16,8.2,4,12,19
19/9/2023,2,22,16,8.2,4,20,30
19/9/2023,2,23,16,8.2,4,14,22
19/9/2023,2,24,16,8.2,4,14,21
19/9/2023,2,25,16,8.2,3,14,22
19/9/2023,2,26,16,8.2,3,12,19
19/9/2023,2,27,16,8.2,4,14,21
19/9/2023,2,28,16,8.2,4,14,22
19/9/2023,2,29,16,8.2,4,16,24
19/9/2023,2,30,16,8.2,4,12,18
19/9/2023,2,31,16,8.2,4,12,19
19/9/2023,2,32,16,8.2,3,18,27
19/9/2023,2,33,16,8.2,3,15,23
19/9/2023,2,34,16,8.2,4,12,19
19/9/2023,2,35,16,8.2,4,14,22
19/9/2023,2,36,16,8.2,4,16,24
19/9/2023,2,37,16,8.2,4,12,19
19/9/2023,2,38,16,8.2,3,14,22
19/9/2023,2,39,16,8.2,4,14,21
19/9/2023,2,40,16,8.2,4,14,22
20/9/2023,1,1,16,8.2,4,21,40
20/9/2023,1,2,16,8.2,4,18,35
20/9/2023,1,3,16,8.2,4,14,29
20/9/2023,1,4,16,8.2,4,22,41
20/9/2023,1,5,16,8.2,4,18,31
20/9/2023,1,6,16,8.2,4,22,39
20/9/2023,1,7,16,8.2,5,25,44
20/9/2023,1,8,16,8.2,4,20,36
20/9/2023,1,9,16,8.2,4,22,41
20/9/2023,1,10,16,8.2,4,19,34
20/9/2023,1,11,16,8.2,4,16,32
20/9/2023,1,12,16,8.2,4,20,39
20/9/2023,1,13,16,8.2,4,18,34
20/9/2023,1,14,16,8.2,4,21,42
20/9/2023,1,15,16,8.2,5,24,43
20/9/2023,1,16,16,8.2,5,23,44
20/9/2023,1,17,16,8.2,4,19,37
20/9/2023,1,18,16,8.2,4,15,30
20/9/2023,1,19,16,8.2,4,16,34
20/9/2023,1,20,16,8.2,4,22,40
20/9/2023,1,21,16,8.2,4,18,36
20/9/2023,1,22,16,8.2,4,22,38
20/9/2023,1,23,16,8.2,4,22,44
20/9/2023,1,24,16,8.2,5,20,34
20/9/2023,1,25,16,8.2,4,19,39
20/9/2023,1,26,16,8.2,4,18,31
20/9/2023,1,27,16,8.2,5,15,29
20/9/2023,1,28,16,8.2,4,21,40
20/9/2023,1,29,16,8.2,5,15,28
20/9/2023,1,30,16,8.2,4,20,38
20/9/2023,1,31,16,8.2,5,23,42
20/9/2023,1,32,16,8.2,4,21,38
20/9/2023,1,33,16,8.2,4,25,44
20/9/2023,1,34,16,8.2,4,23,44
20/9/2023,1,35,16,8.2,5,20,35
20/9/2023,1,36,16,8.2,4,15,32
20/9/2023,1,37,16,8.2,5,17,30
20/9/2023,1,38,16,8.2,5,21,41
20/9/2023,1,39,16,8.2,4,19,36
20/9/2023,1,40,16,8.2,4,22,38
20/9/2023,2,1,16,8.2,3,14,21
20/9/2023,2,2,16,8.2,3,14,22
20/9/2023,2,3,16,8.2,4,16,26
20/9/2023,2,4,16,8.2,4,19,28
20/9/2023,2,5,16,8.2,4,12,17
20/9/2023,2,6,16,8.2,4,19,27
20/9/2023,2,7,16,8.2,4,19,28
20/9/2023,2,8,16,8.2,4,24,36
20/9/2023,2,9,16,8.2,3,12,18
20/9/2023,2,10,16,8.2,3,13,19
20/9/2023,2,11,16,8.2,4,15,23
20/9/2023,2,12,16,8.2,4,16,25
20/9/2023,2,13,16,8.2,4,13,19
20/9/2023,2,14,16,8.2,4,16,24
20/9/2023,2,15,16,8.2,4,20,31
20/9/2023,2,16,16,8.2,4,21,32
20/9/2023,2,17,16,8.2,3,13,20
20/9/2023,2,18,16,8.2,3,14,22
20/9/2023,2,19,16,8.2,4,16,23
20/9/2023,2,20,16,8.2,4,18,26
20/9/2023,2,21,16,8.2,4,12,19
20/9/2023,2,22,16,8.2,4,20,31
20/9/2023,2,23,16,8.2,4,15,22
20/9/2023,2,24,16,8.2,4,14,22
20/9/2023,2,25,16,8.2,3,14,22
20/9/2023,2,26,16,8.2,3,13,20
20/9/2023,2,27,16,8.2,4,14,22
20/9/2023,2,28,16,8.2,4,14,22
20/9/2023,2,29,16,8.2,4,16,25
20/9/2023,2,30,16,8.2,4,12,18
20/9/2023,2,31,16,8.2,4,13,19
20/9/2023,2,32,16,8.2,3,18,27
20/9/2023,2,33,16,8.2,3,16,24
20/9/2023,2,34,16,8.2,4,13,20
20/9/2023,2,35,16,8.2,4,15,23
20/9/2023,2,36,16,8.2,4,16,24
20/9/2023,2,37,16,8.2,4,12,19
20/9/2023,2,38,16,8.2,3,15,22
20/9/2023,2,39,16,8.2,4,15,21
20/9/2023,2,40,16,8.2,4,15,22
21/9/2023,1,1,16,8.2,4,22,49
21/9/2023,1,2,16,8.2,4,19,43
21/9/2023,1,3,16,8.2,4,15,38
21/9/2023,1,4,16,8.2,4,23,48
21/9/2023,1,5,16,8.2,4,19,42
21/9/2023,1,6,16,8.2,4,23,49
21/9/2023,1,7,16,8.2,5,27,53
21/9/2023,1,8,16,8.2,4,21,45
21/9/2023,1,9,16,8.2,4,24,50
21/9/2023,1,10,16,8.2,4,20,41
21/9/2023,1,11,16,8.2,4,18,42
21/9/2023,1,12,16,8.2,4,21,46
21/9/2023,1,13,16,8.2,4,20,45
21/9/2023,1,14,16,8.2,4,22,51
21/9/2023,1,15,16,8.2,5,26,51
21/9/2023,1,16,16,8.2,5,25,51
21/9/2023,1,17,16,8.2,4,21,45
21/9/2023,1,18,16,8.2,4,17,38
21/9/2023,1,19,16,8.2,4,18,44
21/9/2023,1,20,16,8.2,4,24,51
21/9/2023,1,21,16,8.2,4,19,46
21/9/2023,1,22,16,8.2,4,23,45
21/9/2023,1,23,16,8.2,4,24,53
21/9/2023,1,24,16,8.2,5,21,43
21/9/2023,1,25,16,8.2,4,20,47
21/9/2023,1,26,16,8.2,4,20,41
21/9/2023,1,27,16,8.2,5,17,38
21/9/2023,1,28,16,8.2,4,22,50
21/9/2023,1,29,16,8.2,5,16,35
21/9/2023,1,30,16,8.2,4,22,45
21/9/2023,1,31,16,8.2,5,24,49
21/9/2023,1,32,16,8.2,4,23,47
21/9/2023,1,32,16,8.2,4,26,53
21/9/2023,1,33,16,8.2,4,24,55
21/9/2023,1,34,16,8.2,5,22,46
21/9/2023,1,35,16,8.2,4,17,42
21/9/2023,1,36,16,8.2,5,18,38
21/9/2023,1,37,16,8.2,5,22,48
21/9/2023,1,38,16,8.2,4,21,43
21/9/2023,1,39,16,8.2,4,24,45
21/9/2023,1,40,16,8.2,3,14,22
21/9/2023,2,1,16,8.2,3,14,23
21/9/2023,2,2,16,8.2,4,17,26
21/9/2023,2,3,16,8.2,4,19,28
21/9/2023,2,4,16,8.2,4,12,17
21/9/2023,2,5,16,8.2,4,19,27
21/9/2023,2,6,16,8.2,4,19,28
21/9/2023,2,7,16,8.2,4,25,37
21/9/2023,2,8,16,8.2,3,12,18
21/9/2023,2,9,16,8.2,3,14,20
21/9/2023,2,10,16,8.2,4,15,23
21/9/2023,2,11,16,8.2,4,17,25
21/9/2023,2,12,16,8.2,4,13,20
21/9/2023,2,13,16,8.2,4,16,24
21/9/2023,2,14,16,8.2,4,20,32
21/9/2023,2,15,16,8.2,4,22,32
21/9/2023,2,16,16,8.2,3,13,21
21/9/2023,2,17,16,8.2,3,14,23
21/9/2023,2,18,16,8.2,4,17,24
21/9/2023,2,19,16,8.2,4,19,26
21/9/2023,2,20,16,8.2,4,13,20
21/9/2023,2,21,16,8.2,4,21,31
21/9/2023,2,22,16,8.2,4,15,22
21/9/2023,2,23,16,8.2,4,15,23
21/9/2023,2,24,16,8.2,3,14,22
21/9/2023,2,25,16,8.2,3,14,21
21/9/2023,2,26,16,8.2,4,15,22
21/9/2023,2,27,16,8.2,4,15,23
21/9/2023,2,28,16,8.2,4,16,25
21/9/2023,2,29,16,8.2,4,13,18
21/9/2023,2,30,16,8.2,4,13,19
21/9/2023,2,31,16,8.2,3,19,27
21/9/2023,2,32,16,8.2,3,17,25
21/9/2023,2,33,16,8.2,4,14,21
21/9/2023,2,34,16,8.2,4,16,24
21/9/2023,2,35,16,8.2,4,16,24
21/9/2023,2,36,16,8.2,4,13,20
21/9/2023,2,37,16,8.2,3,15,23
21/9/2023,2,38,16,8.2,4,15,22
21/9/2023,2,39,16,8.2,4,15,23
21/9/2023,2,40,16,8.2,4,16,23
22/9/2023,1,1,16,8.2,4,24,58
22/9/2023,1,2,16,8.2,4,21,55
22/9/2023,1,3,16,8.2,4,18,43
22/9/2023,1,4,16,8.2,4,24,52
22/9/2023,1,5,16,8.2,4,19,52
22/9/2023,1,6,16,8.2,4,25,55
22/9/2023,1,7,16,8.2,5,28,67
22/9/2023,1,8,16,8.2,4,22,57
22/9/2023,1,9,16,8.2,4,25,58
22/9/2023,1,10,16,8.2,4,23,49
22/9/2023,1,11,16,8.2,4,18,54
22/9/2023,1,12,16,8.2,4,23,59
22/9/2023,1,13,16,8.2,4,22,58
22/9/2023,1,14,16,8.2,4,24,57
22/9/2023,1,15,16,8.2,5,28,62
22/9/2023,1,16,16,8.2,5,26,59
22/9/2023,1,17,16,8.2,4,23,52
22/9/2023,1,18,16,8.2,4,18,48
22/9/2023,1,19,16,8.2,4,20,53
22/9/2023,1,20,16,8.2,4,25,57
22/9/2023,1,21,16,8.2,4,22,51
22/9/2023,1,22,16,8.2,4,23,61
22/9/2023,1,23,16,8.2,4,26,59
22/9/2023,1,24,16,8.2,5,23,54
22/9/2023,1,25,16,8.2,4,23,60
22/9/2023,1,26,16,8.2,4,21,50
22/9/2023,1,27,16,8.2,5,19,47
22/9/2023,1,28,16,8.2,4,23,55
22/9/2023,1,29,16,8.2,5,19,48
22/9/2023,1,30,16,8.2,4,22,59
22/9/2023,1,31,16,8.2,5,28,59
22/9/2023,1,32,16,8.2,4,25,61
22/9/2023,1,33,16,8.2,4,26,60
22/9/2023,1,34,16,8.2,4,25,62
22/9/2023,1,35,16,8.2,5,24,53
22/9/2023,1,36,16,8.2,4,18,44
22/9/2023,1,37,16,8.2,5,19,53
22/9/2023,1,38,16,8.2,5,24,55
22/9/2023,1,39,16,8.2,4,21,52
22/9/2023,1,40,16,8.2,4,25,61
22/9/2023,2,1,16,8.2,3,15,21
22/9/2023,2,2,16,8.2,3,16,22
22/9/2023,2,3,16,8.2,4,17,28
22/9/2023,2,4,16,8.2,4,19,29
22/9/2023,2,5,16,8.2,4,12,19
22/9/2023,2,6,16,8.2,4,19,28
22/9/2023,2,7,16,8.2,4,20,31
22/9/2023,2,8,16,8.2,4,26,38
22/9/2023,2,9,16,8.2,3,14,19
22/9/2023,2,10,16,8.2,3,14,20
22/9/2023,2,11,16,8.2,4,14,24
22/9/2023,2,12,16,8.2,4,19,26
22/9/2023,2,13,16,8.2,4,14,21
22/9/2023,2,14,16,8.2,4,16,26
22/9/2023,2,15,16,8.2,4,20,33
22/9/2023,2,16,16,8.2,4,22,35
22/9/2023,2,17,16,8.2,3,12,22
22/9/2023,2,18,16,8.2,3,15,23
22/9/2023,2,19,16,8.2,4,16,25
22/9/2023,2,20,16,8.2,4,18,28
22/9/2023,2,21,16,8.2,4,15,20
22/9/2023,2,22,16,8.2,4,23,32
22/9/2023,2,23,16,8.2,4,14,23
22/9/2023,2,24,16,8.2,4,17,22
22/9/2023,2,25,16,8.2,3,16,23
22/9/2023,2,26,16,8.2,3,13,22
22/9/2023,2,27,16,8.2,4,16,23
22/9/2023,2,28,16,8.2,4,15,24
22/9/2023,2,29,16,8.2,4,18,25
22/9/2023,2,30,16,8.2,4,13,20
22/9/2023,2,31,16,8.2,4,13,20
22/9/2023,2,32,16,8.2,3,20,29
22/9/2023,2,33,16,8.2,3,15,25
22/9/2023,2,34,16,8.2,4,14,22
22/9/2023,2,35,16,8.2,4,16,23
22/9/2023,2,36,16,8.2,4,18,27
22/9/2023,2,37,16,8.2,4,14,21
22/9/2023,2,38,16,8.2,3,14,23
22/9/2023,2,39,16,8.2,4,15,21
22/9/2023,2,40,16,8.2,4,15,24
23/9/2023,1,1,16,8.2,4,25,66
23/9/2023,1,2,16,8.2,4,23,64
23/9/2023,1,3,16,8.2,4,19,51
23/9/2023,1,4,16,8.2,4,25,60
23/9/2023,1,5,16,8.2,4,20,63
23/9/2023,1,6,16,8.2,4,26,63
23/9/2023,1,7,16,8.2,5,29,77
23/9/2023,1,8,16,8.2,4,23,64
23/9/2023,1,9,16,8.2,4,26,67
23/9/2023,1,10,16,8.2,4,25,56
23/9/2023,1,11,16,8.2,4,19,61
23/9/2023,1,12,16,8.2,4,24,66
23/9/2023,1,13,16,8.2,4,23,65
23/9/2023,1,14,16,8.2,4,26,64
23/9/2023,1,15,16,8.2,5,29,73
23/9/2023,1,16,16,8.2,5,27,66
23/9/2023,1,17,16,8.2,4,24,59
23/9/2023,1,18,16,8.2,4,19,58
23/9/2023,1,19,16,8.2,4,21,62
23/9/2023,1,20,16,8.2,4,26,67
23/9/2023,1,21,16,8.2,4,23,58
23/9/2023,1,22,16,8.2,4,24,70
23/9/2023,1,23,16,8.2,4,28,68
23/9/2023,1,24,16,8.2,5,25,63
23/9/2023,1,25,16,8.2,4,25,71
23/9/2023,1,26,16,8.2,4,22,57
23/9/2023,1,27,16,8.2,5,20,56
23/9/2023,1,28,16,8.2,4,25,65
23/9/2023,1,29,16,8.2,5,21,55
23/9/2023,1,30,16,8.2,4,23,68
23/9/2023,1,31,16,8.2,5,30,69
23/9/2023,1,32,16,8.2,4,26,69
23/9/2023,1,33,16,8.2,4,28,69
23/9/2023,1,34,16,8.2,4,27,70
23/9/2023,1,35,16,8.2,5,25,60
23/9/2023,1,36,16,8.2,4,19,54
23/9/2023,1,37,16,8.2,5,21,62
23/9/2023,1,38,16,8.2,5,26,66
23/9/2023,1,39,16,8.2,4,22,61
23/9/2023,1,40,16,8.2,4,27,69
23/9/2023,2,1,16,8.2,3,15,22
23/9/2023,2,2,16,8.2,3,17,22
23/9/2023,2,3,16,8.2,4,17,29
23/9/2023,2,4,16,8.2,4,20,29
23/9/2023,2,5,16,8.2,4,13,20
23/9/2023,2,6,16,8.2,4,19,28
23/9/2023,2,7,16,8.2,4,20,31
23/9/2023,2,8,16,8.2,4,26,39
23/9/2023,2,9,16,8.2,3,14,19
23/9/2023,2,10,16,8.2,3,14,20
23/9/2023,2,11,16,8.2,4,15,24
23/9/2023,2,12,16,8.2,4,19,27
23/9/2023,2,13,16,8.2,4,15,22
23/9/2023,2,14,16,8.2,4,17,27
23/9/2023,2,15,16,8.2,4,20,34
23/9/2023,2,16,16,8.2,4,23,36
23/9/2023,2,17,16,8.2,3,13,23
23/9/2023,2,18,16,8.2,3,15,23
23/9/2023,2,19,16,8.2,4,17,25
23/9/2023,2,20,16,8.2,4,19,28
23/9/2023,2,21,16,8.2,4,15,20
23/9/2023,2,22,16,8.2,4,24,33
23/9/2023,2,23,16,8.2,4,15,24
23/9/2023,2,24,16,8.2,4,18,23
23/9/2023,2,25,16,8.2,3,16,23
23/9/2023,2,26,16,8.2,3,13,22
23/9/2023,2,27,16,8.2,4,17,24
23/9/2023,2,28,16,8.2,4,16,25
23/9/2023,2,29,16,8.2,4,19,25
23/9/2023,2,30,16,8.2,4,13,20
23/9/2023,2,31,16,8.2,4,14,21
23/9/2023,2,32,16,8.2,3,21,30
23/9/2023,2,33,16,8.2,3,16,25
23/9/2023,2,34,16,8.2,4,14,23
23/9/2023,2,35,16,8.2,4,16,24
23/9/2023,2,36,16,8.2,4,18,28
23/9/2023,2,37,16,8.2,4,14,21
23/9/2023,2,38,16,8.2,3,14,24
23/9/2023,2,39,16,8.2,4,15,22
23/9/2023,2,40,16,8.2,4,15,24
24/9/2023,1,1,16,8.2,4,28,75
24/9/2023,1,2,16,8.2,4,26,74
24/9/2023,1,3,16,8.2,4,22,58
24/9/2023,1,4,16,8.2,4,28,68
24/9/2023,1,5,16,8.2,4,22,72
24/9/2023,1,6,16,8.2,4,28,74
24/9/2023,1,7,16,8.2,5,32,88
24/9/2023,1,8,16,8.2,4,26,71
24/9/2023,1,9,16,8.2,4,28,75
24/9/2023,1,10,16,8.2,4,28,66
24/9/2023,1,11,16,8.2,4,22,70
24/9/2023,1,12,16,8.2,4,27,74
24/9/2023,1,13,16,8.2,4,26,75
24/9/2023,1,14,16,8.2,4,29,71
24/9/2023,1,15,16,8.2,5,32,82
24/9/2023,1,16,16,8.2,5,30,73
24/9/2023,1,17,16,8.2,4,26,70
24/9/2023,1,18,16,8.2,4,22,65
24/9/2023,1,19,16,8.2,4,23,73
24/9/2023,1,20,16,8.2,4,29,78
24/9/2023,1,21,16,8.2,4,26,65
24/9/2023,1,22,16,8.2,4,26,79
24/9/2023,1,23,16,8.2,4,31,79
24/9/2023,1,24,16,8.2,5,27,71
24/9/2023,1,25,16,8.2,4,28,80
24/9/2023,1,26,16,8.2,4,24,65
24/9/2023,1,27,16,8.2,5,23,63
24/9/2023,1,28,16,8.2,4,28,74
24/9/2023,1,29,16,8.2,5,23,66
24/9/2023,1,30,16,8.2,4,26,77
24/9/2023,1,31,16,8.2,5,32,79
24/9/2023,1,32,16,8.2,4,29,80
24/9/2023,1,33,16,8.2,4,31,79
24/9/2023,1,34,16,8.2,4,29,77
24/9/2023,1,35,16,8.2,5,28,70
24/9/2023,1,36,16,8.2,4,21,62
24/9/2023,1,37,16,8.2,5,24,71
24/9/2023,1,38,16,8.2,5,29,75
24/9/2023,1,39,16,8.2,4,24,69
24/9/2023,1,40,16,8.2,4,29,79
24/9/2023,2,1,16,8.2,3,16,23
24/9/2023,2,2,16,8.2,3,18,22
24/9/2023,2,3,16,8.2,4,18,29
24/9/2023,2,4,16,8.2,4,21,29
24/9/2023,2,5,16,8.2,4,13,21
24/9/2023,2,6,16,8.2,4,19,28
24/9/2023,2,7,16,8.2,4,20,31
24/9/2023,2,8,16,8.2,4,26,39
24/9/2023,2,9,16,8.2,3,14,19
24/9/2023,2,10,16,8.2,3,14,21
24/9/2023,2,11,16,8.2,4,15,24
24/9/2023,2,12,16,8.2,4,20,28
24/9/2023,2,13,16,8.2,4,15,23
24/9/2023,2,14,16,8.2,4,18,27
24/9/2023,2,15,16,8.2,4,21,34
24/9/2023,2,16,16,8.2,4,23,36
24/9/2023,2,17,16,8.2,3,13,23
24/9/2023,2,18,16,8.2,3,15,24
24/9/2023,2,19,16,8.2,4,17,26
24/9/2023,2,20,16,8.2,4,20,28
24/9/2023,2,21,16,8.2,4,15,20
24/9/2023,2,22,16,8.2,4,25,34
24/9/2023,2,23,16,8.2,4,15,25
24/9/2023,2,24,16,8.2,4,19,23
24/9/2023,2,25,16,8.2,3,17,23
24/9/2023,2,26,16,8.2,3,14,22
24/9/2023,2,27,16,8.2,4,18,25
24/9/2023,2,28,16,8.2,4,16,25
24/9/2023,2,29,16,8.2,4,20,26
24/9/2023,2,30,16,8.2,4,14,21
24/9/2023,2,31,16,8.2,4,14,22
24/9/2023,2,32,16,8.2,3,21,31
24/9/2023,2,33,16,8.2,3,16,25
24/9/2023,2,34,16,8.2,4,15,24
24/9/2023,2,35,16,8.2,4,16,24
24/9/2023,2,36,16,8.2,4,19,29
24/9/2023,2,37,16,8.2,4,15,21
24/9/2023,2,38,16,8.2,3,14,25
24/9/2023,2,39,16,8.2,4,15,23
24/9/2023,2,40,16,8.2,4,16,24
25/9/2023,1,1,16,8.2,4,30,84
25/9/2023,1,2,16,8.2,4,29,83
25/9/2023,1,3,16,8.2,4,24,66
25/9/2023,1,4,16,8.2,4,30,76
25/9/2023,1,5,16,8.2,4,24,83
25/9/2023,1,6,16,8.2,4,30,84
25/9/2023,1,7,16,8.2,5,34,98
25/9/2023,1,8,16,8.2,4,28,79
25/9/2023,1,9,16,8.2,4,31,85
25/9/2023,1,10,16,8.2,4,31,75
25/9/2023,1,11,16,8.2,4,24,77
25/9/2023,1,12,16,8.2,4,29,83
25/9/2023,1,13,16,8.2,4,29,82
25/9/2023,1,14,16,8.2,4,32,79
25/9/2023,1,15,16,8.2,5,35,91
25/9/2023,1,16,16,8.2,5,32,80
25/9/2023,1,17,16,8.2,4,29,77
25/9/2023,1,18,16,8.2,4,24,75
25/9/2023,1,19,16,8.2,4,25,81
25/9/2023,1,20,16,8.2,4,31,85
25/9/2023,1,21,16,8.2,4,29,75
25/9/2023,1,22,16,8.2,4,29,86
25/9/2023,1,23,16,8.2,4,33,90
25/9/2023,1,24,16,8.2,5,30,80
25/9/2023,1,25,16,8.2,4,30,90
25/9/2023,1,26,16,8.2,4,27,75
25/9/2023,1,27,16,8.2,5,26,74
25/9/2023,1,28,16,8.2,4,30,82
25/9/2023,1,29,16,8.2,5,26,77
25/9/2023,1,30,16,8.2,4,29,85
25/9/2023,1,31,16,8.2,5,34,90
25/9/2023,1,32,16,8.2,4,32,89
25/9/2023,1,33,16,8.2,4,34,87
25/9/2023,1,34,16,8.2,4,32,85
25/9/2023,1,35,16,8.2,5,30,79
25/9/2023,1,36,16,8.2,4,23,73
25/9/2023,1,37,16,8.2,5,27,80
25/9/2023,1,38,16,8.2,5,31,82
25/9/2023,1,39,16,8.2,4,27,77
25/9/2023,1,40,16,8.2,4,31,87
25/9/2023,2,1,16,8.2,3,17,24
25/9/2023,2,2,16,8.2,3,18,23
25/9/2023,2,3,16,8.2,4,19,31
25/9/2023,2,4,16,8.2,4,21,30
25/9/2023,2,5,16,8.2,4,14,22
25/9/2023,2,6,16,8.2,4,20,30
25/9/2023,2,7,16,8.2,4,21,33
25/9/2023,2,8,16,8.2,4,26,40
25/9/2023,2,9,16,8.2,3,15,21
25/9/2023,2,10,16,8.2,3,14,23
25/9/2023,2,11,16,8.2,4,15,25
25/9/2023,2,12,16,8.2,4,20,29
25/9/2023,2,13,16,8.2,4,16,24
25/9/2023,2,14,16,8.2,4,18,28
25/9/2023,2,15,16,8.2,4,22,35
25/9/2023,2,16,16,8.2,4,23,37
25/9/2023,2,17,16,8.2,3,13,24
25/9/2023,2,18,16,8.2,3,15,26
25/9/2023,2,19,16,8.2,4,18,27
25/9/2023,2,20,16,8.2,4,20,30
25/9/2023,2,21,16,8.2,4,16,21
25/9/2023,2,22,16,8.2,4,25,35
25/9/2023,2,23,16,8.2,4,15,27
25/9/2023,2,24,16,8.2,4,20,25
25/9/2023,2,25,16,8.2,3,17,24
25/9/2023,2,26,16,8.2,3,14,23
25/9/2023,2,27,16,8.2,4,18,27
25/9/2023,2,28,16,8.2,4,16,26
25/9/2023,2,29,16,8.2,4,21,27
25/9/2023,2,30,16,8.2,4,14,22
25/9/2023,2,31,16,8.2,4,14,23
25/9/2023,2,32,16,8.2,3,22,32
25/9/2023,2,33,16,8.2,3,17,26
25/9/2023,2,34,16,8.2,4,15,26
25/9/2023,2,35,16,8.2,4,16,26
25/9/2023,2,36,16,8.2,4,20,30
25/9/2023,2,37,16,8.2,4,15,22
25/9/2023,2,38,16,8.2,3,15,26
25/9/2023,2,39,16,8.2,4,15,25
25/9/2023,2,40,16,8.2,4,16,26
