week,Plot,plantHeight,NoOfTiller,NoOfPanicle,NoOfSpikelet,NoOfFilledGrain,NoOfUnfilledGrain,WeightGrain,PreplantHeight,PreNoOfTiller,PreNoOfPanicle,PreNoOfSpikelet,PreNoOfFilledGrain,PreNoOfUnfilledGrain,PreWeightGrain,TarplantHeight,TarNoOfTiller,TarNoOfPanicle,TarNoOfSpikelet,TarNoOfFilledGrain,TarNoOfUnfilledGrain,TarWeightGrain
20,7,0,0,0,0,0,0,0,5.182102,2.39447,46.22757,2.824191,101.1759,61.46251,71.80102,156.8603,14.17569,119.0238,11.82462,215.8804,168.5776,156.7672
20,8,0,0,0,0,0,0,0,5.746067,2.446209,54.96693,2.777375,110.536,61.54775,67.98386,156.8991,14.1829,119.0259,11.81859,215.8613,168.4799,156.9187
21,1,0,0,0,0,0,0,0,17.17507,23.42601,170.0857,16.35055,334.5399,264.3698,229.873,157.8903,14.35628,120.0522,11.89886,218.8557,170.318,158.152
21,2,0,0,0,0,0,0,0,19.94699,21.28237,193.135,15.54535,358.2147,269.1632,230.0963,161.6328,14.64904,122.7328,12.11795,223.8909,173.4303,161.8379
21,3,0,0,0,0,0,0,0,13.88579,7.312063,13.37481,14.0189,127.5045,94.45507,145.2304,163.0713,14.75973,123.7728,12.25,225.9439,174.8509,163.092
21,4,0,0,0,0,0,0,0,17.9404,20.35795,206.1296,17.36727,313.8563,232.8329,257.8795,165.0499,14.9215,125.0163,12.41545,227.8096,177.3633,165.4211
21,5,0,0,0,0,0,0,0,14.45878,7.79492,12.9342,15.49003,142.6048,98.94683,143.2067,167.0277,14.99499,126.3535,12.54843,229.4599,179.3066,166.984
21,6,0,0,0,0,0,0,0,15.7033,8.117352,14.40023,15.30592,142.3387,100.5626,150.606,166.9895,14.9979,126.3879,12.55197,229.4006,179.3059,167.0462
21,7,0,0,0,0,0,0,0,5.006722,2.588007,53.23584,3.198776,113.7512,56.30891,65.59374,166.9088,14.99575,126.4762,12.55266,229.4742,179.1482,166.9406
21,8,0,0,0,0,0,0,0,4.717445,2.774812,63.11005,3.312022,107.8842,60.33351,69.29991,166.9972,14.99745,126.3719,12.54613,229.2336,179.2265,166.8847
22,1,0,0,0,0,0,0,0,19.5674,21.15691,180.9725,16.83553,332.2706,273.1808,228.8965,168.2373,15.1978,127.7807,12.67434,231.035,181.4806,168.4632
22,2,0,0,0,0,0,0,0,18.22656,25.06477,215.98,18.77284,336.497,276.04,249.2112,171.4572,15.50257,130.0373,12.90886,234.4401,184.1642,172.0505
22,3,0,0,0,0,0,0,0,13.76175,8.874829,14.71231,16.06902,154.9569,96.48387,144.2214,173.6455,15.63052,131.1706,13.03801,237.1426,185.7956,173.6369
22,4,0,0,0,0,0,0,0,19.02911,23.38109,189.0716,19.04341,382.0833,293.2779,268.1941,174.4573,15.73348,132.6427,13.19324,239.8997,188.2916,174.6062
22,5,0,0,0,0,0,0,0,15.64097,7.806624,14.11014,15.07574,136.2886,103.4226,148.914,175.7836,15.87466,133.4123,13.28857,241.5205,190.4512,175.8704
22,6,0,0,0,0,0,0,0,13.86614,9.112045,14.00063,15.15461,157.7084,111.8147,170.2181,175.6085,15.86812,133.4698,13.29148,241.5137,190.5202,175.6711
22,7,0,0,0,0,0,0,0,6.05378,2.584212,59.16554,3.405499,123.3577,58.7983,71.49447,175.7784,15.8777,133.4357,13.29036,241.5327,190.5032,175.8346
22,8,0,0,0,0,0,0,0,5.694728,3.091936,64.58339,3.079735,143.928,82.20297,69.89974,175.772,15.86778,133.3741,13.29259,241.4867,190.4642,175.6981
23,1,0,0,0,0,0,0,0,19.73857,23.81659,184.9433,20.1117,356.0178,298.9391,276.5601,177.3969,16.04932,134.6833,13.38401,243.5803,192.56,177.6819
23,2,0,0,0,0,0,0,0,18.95945,21.62757,222.4616,19.52652,366.3758,290.8848,254.8836,180.9767,16.38012,136.7339,13.59727,248.566,195.8337,181.4076
23,3,0,0,0,0,0,0,0,16.44151,9.14418,14.37323,16.05786,139.7898,102.0544,180.7403,183.2432,16.49164,137.9337,13.70839,250.6986,197.5536,183.3313
23,4,0,0,0,0,0,0,0,20.2524,24.17704,182.2075,19.47232,380.7216,306.7725,239.7613,184.4264,16.6294,138.8401,13.86135,252.883,199.1273,184.7678
23,5,0,0,0,0,0,0,0,16.69245,9.110497,14.81105,15.27216,142.842,98.52275,152.9498,186.4342,16.75818,139.4684,13.98951,254.6632,200.614,186.5166
23,6,0,0,0,0,0,0,0,16.60253,8.708082,14.9325,16.12407,155.3438,107.9159,159.7396,186.4916,16.76593,139.417,13.99507,254.8219,200.5664,186.5742
23,7,0,0,0,0,0,0,0,5.360397,2.877577,63.83389,3.140946,126.7236,72.63665,74.68706,186.4524,16.75985,139.4247,13.99259,254.7192,200.4845,186.4814
23,8,0,0,0,0,0,0,0,5.895134,3.287128,62.88409,3.593605,109.0517,69.7028,76.04622,186.5447,16.75852,139.5152,13.998,254.8775,200.54,186.4268
24,1,0,0,0,0,0,0,0,18.34117,22.38756,200.7801,21.56753,382.1196,298.1797,260.9549,188.0589,16.96341,140.3587,14.13173,257.0492,202.5225,188.4166
24,2,0,0,0,0,0,0,0,20.70766,23.97421,204.1662,20.36916,399.0463,272.3806,266.6091,190.9532,17.28244,142.0862,14.3904,260.6917,205.7329,191.3068
24,3,0,0,0,0,0,0,0,15.91617,9.681893,14.61119,18.42524,160.8363,108.9657,170.4104,192.2079,17.39833,142.9566,14.48406,262.601,207.5224,192.261
24,4,0,0,0,0,0,0,0,20.12118,23.94028,223.1144,19.03223,394.6126,290.4103,302.2994,194.168,17.56126,144.3814,14.57878,264.4972,209.4547,194.4906
24,5,0,0,0,0,0,0,0,15.99465,9.578373,15.29115,16.94424,165.6399,109.6271,152.7894,195.8352,17.68833,145.2702,14.64307,265.6283,211.5691,195.9515
24,6,0,0,0,0,0,0,0,15.96165,9.937247,16.93017,16.66932,172.4436,118.6117,167.153,195.9836,17.6861,145.2249,14.6499,265.5819,211.4733,195.8814
24,7,0,0,0,0,0,0,0,5.583668,3.250666,74.67962,3.539839,129.032,70.46724,78.60351,195.9149,17.67878,145.257,14.65125,265.6926,211.416,195.8464
24,8,0,0,0,0,0,0,0,6.140964,2.954672,62.42771,3.248397,138.8338,71.71565,72.60515,195.9966,17.69486,145.2481,14.64376,265.6241,211.461,195.9234
25,1,0,0,0,0,0,0,0,21.6079,25.73482,208.4425,23.51662,395.4137,349.3057,315.9031,197.3502,17.80824,146.7388,14.75313,268.7675,213.6267,197.8041
25,2,0,0,0,0,0,0,0,24.59015,26.05081,231.2037,21.16213,445.9824,329.0531,298.8339,201.314,18.11207,149.5218,14.96654,272.6084,217.1614,201.5915
25,3,0,0,0,0,0,0,0,18.55364,9.686205,15.95242,17.90595,148.328,119.8534,187.0033,203.76,18.27638,150.1921,15.04492,274.5487,218.355,203.7643
25,4,0,0,0,0,0,0,0,21.09056,26.75805,206.0671,23.57535,439.1317,322.0442,268.3662,204.9239,18.43617,151.3537,15.205,277.2891,220.3604,205.2485
25,5,0,0,0,0,0,0,0,16.51516,9.245906,15.51,17.75753,169.3498,127.2359,175.3654,206.8998,18.61693,152.1243,15.29072,279.419,221.3541,206.9988
25,6,0,0,0,0,0,0,0,17.67382,9.641532,18.11884,19.36283,166.8064,128.0166,187.0827,207.0833,18.61809,152.2019,15.30002,279.6196,221.4251,207.0968
25,7,0,0,0,0,0,0,0,6.750916,3.471394,67.24633,3.717153,137.4364,72.47124,75.87106,206.9644,18.62137,152.1632,15.29492,279.4813,221.3303,206.9048
25,8,0,0,0,0,0,0,0,6.911552,3.142433,56.78417,3.496547,137.7467,84.96509,79.23717,206.9968,18.62201,152.1452,15.29129,279.5456,221.4888,206.9479
26,1,0,0,0,0,0,0,0,22.36719,25.52038,201.5163,24.34537,383.5177,347.7033,278.022,208.1076,18.7961,153.2611,15.4291,281.6503,223.1713,208.2083
26,2,0,0,0,0,0,0,0,22.77443,26.64376,234.5222,22.74637,399.1329,342.9433,291.5352,211.3808,19.08967,155.6911,15.68627,284.9144,226.6688,211.6922
26,3,0,0,0,0,0,0,0,18.26249,9.619362,16.26827,19.7411,190.591,130.845,190.1397,213.2719,19.21422,156.8683,15.80961,286.3454,228.6364,213.1404
26,4,0,0,0,0,0,0,0,24.1216,29.02496,250.3577,29.04334,425.4038,320.9952,318.178,214.9366,19.36335,157.779,15.95506,288.3262,229.9019,215.2358
26,5,0,0,0,0,0,0,0,18.58797,10.92168,16.16494,17.83978,177.7157,130.8291,182.0976,216.5293,19.47461,158.4981,16.04306,290.6688,231.4382,216.4925
26,6,0,0,0,0,0,0,0,18.67636,9.943535,17.27408,17.87379,188.3755,139.0213,189.4543,216.6242,19.47618,158.4515,16.04944,290.7956,231.4758,216.5245
26,7,0,0,0,0,0,0,0,6.807331,3.615442,76.9465,4.152298,147.9144,85.83219,81.99727,216.6322,19.47981,158.5046,16.05068,290.8765,231.5568,216.6507
26,8,0,0,0,0,0,0,0,6.260836,3.308873,73.81324,4.309503,150.4638,89.27483,76.67419,216.4456,19.48279,158.5826,16.04331,290.7283,231.5168,216.6036
27,1,0,0,0,0,0,0,0,23.61173,30.16376,230.4344,22.63704,432.1039,360.898,352.8207,218.7074,19.64619,159.6482,16.20656,293.5203,233.6089,219.0398
27,2,0,0,0,0,0,0,0,22.82627,29.87353,243.5345,23.69665,449.2883,388.7006,354.8528,222.1149,19.92272,162.4249,16.3989,298.7878,236.9912,222.5062
27,3,0,0,0,0,0,0,0,21.27544,10.07136,17.59125,18.72291,158.3845,131.1454,189.8253,223.8456,20.06447,163.7253,16.52967,301.2002,237.821,223.998
27,4,0,0,0,0,0,0,0,24.45407,30.67556,227.3459,22.80298,456.5957,349.5482,325.2739,225.8571,20.28751,165.0221,16.68232,303.2538,239.3039,226.2642
27,5,0,0,0,0,0,0,0,18.27763,11.34176,16.06274,17.29379,184.7186,119.0666,194.3012,227.9128,20.44514,165.501,16.75738,305.2771,240.6921,227.856
27,6,0,0,0,0,0,0,0,20.26306,11.06304,18.56145,20.28903,179.6427,124.6454,199.5732,227.979,20.44351,165.6148,16.75748,305.1053,240.6617,228.0095
27,7,0,0,0,0,0,0,0,7.890374,3.898062,73.836,4.622285,159.086,89.76038,93.04217,227.897,20.4504,165.5215,16.76197,305.1098,240.6805,227.8757
27,8,0,0,0,0,0,0,0,7.194999,3.547766,73.2078,4.045903,143.8149,85.1616,96.91306,227.8325,20.44411,165.6265,16.75727,305.1541,240.7014,227.9127
